title,overview,genres,release_date,runtime,vote_average
Deranged,"A man living in rural Wisconsin takes care of his bed-ridden mother, who is very domineering and teaches him that all women are evil. After she dies he misses her, so a year later he digs her up and takes her home. He learns about taxidermy and begins robbing graves to get materials to patch her up, and inevitably begins looking for fresher sources of materials. Based closely on the true story of Ed Gein.","[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1974-02-02,83.0,5.6
Gross Misconduct,"Justin Thorne is a liberal arts professor. One of his college students is Jennifer Carter. She seduces Justin, then accuses him of rape. But it turns out that she has an unusual relationship with her father.","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",1993-07-29,90.0,5.0
Między nami dobrze jest,,[],2014-08-01,,0.0
High School Musical 3: Senior Year,"It's almost graduation day for high school seniors Troy, Gabriella, Sharpay, Chad, Ryan and Taylor ― and the thought of heading off in separate directions after leaving East High has these Wildcats thinking they need to do something they'll remember forever. Together with the rest of the Wildcats, they stage a spring musical reflecting their hopes and fears about the future and their unforgettable experiences growing up together. But with graduation approaching and college plans in question, what will become of the dreams, romances, and friendships of East High's senior Wildcats?","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",2008-10-22,116.0,6.1
They Gave Him a Gun,"With no other prospects, a World War I veteran turns to crime.",[],1937-05-07,94.0,0.0
The Trials of Cate McCall,"In order to be reinstated to the bar and recover custody of her daughter, a hotshot lawyer, now in recovery and on probation, must take on the appeal of a woman wrongfully convicted of murder.","[{'id': 18, 'name': 'Drama'}]",2013-11-28,89.0,5.8
The General,"During America’s Civil War Union spies steal engineer Johnnie Gray's (Buster Keaton's) beloved locomotive The General and he single-handedly must do all in his power to get it back. Released throughout most of the world in 1927, this Silent comedy-action film flopped when originally released, but now is regarded as one of the great American motion pictures. The story is based on actual historic events.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",1926-12-31,79.0,8.0
King Solomon's Mines,"An adventurous quest for a treasure hidden in King Solomon's mines, based on H. Rider Haggard's timeless tale.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2004-06-06,173.0,5.2
Escape from Alcatraz,"Escape from Alcatraz tells the story of the only three men ever to escape from the infamous maximum security prison at Alcatraz. In 29 years, the seemingly impenetrable federal penitentiary, which housed Al Capone and ""Birdman"" Robert Stroud, was only broken once - by three men never heard of again.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1979-06-22,111.0,7.3
The Overcoat,"The Overcoat is a 1959 Soviet film directed by Aleksey Batalov, based on Nikolai Gogol story ""The Overcoat"".",[],1959-02-02,75.0,6.0
Emma,"Emma Woodhouse seems to be perfectly content, a loving father whom she cares for, friends, and a home. But Emma has a terrible habit - matchmaking. She cannot resist finding suitors for her friends, most of all Harriet Smith. Emma is desperate for Harriet to find happiness, but every suitor she finds for her friend ends up attracted to Emma herself. But is Emma so focused on Harriet's happiness that she is not considering her own happiness in love?","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2009-10-11,240.0,7.6
Thunder Birds,"On a secluded base in Arizona, veteran World War I pilot Steve Britt trains flyers to fight in World War II. One of his trainees, Englishman Peter Stackhouse, competes with Britt for the affections of Kay Saunders, the daughter of a local rancher. Despite their differences, Britt makes sure Sutton passes his training and becomes a combat pilot -- even though he loses Kay to the young man in the process.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1942-10-19,78.0,0.0
Jump,"A constellation of variously desperate characters collide on a fateful New Year's Eve in Derry, Northern Ireland in this twisty, blackly comic crime thriller. (TIFF)","[{'id': 18, 'name': 'Drama'}]",2012-06-08,84.0,6.4
Men Don't Cry,A group of sleepless nerds should be taken into sanitarium for hard-therapy. They are taken to a lonely island but no sanitarium is in sight. Suddenly turns out that the nurses have kidnapped the men and are about to give them the only useful medicine they need - fresh air and work. But the patients decide to disobey. There's only one solution - to escape. The film is absolute cult in Estonia.,"[{'id': 35, 'name': 'Comedy'}]",1968-01-01,80.0,7.1
Faust,"Faust is a 2011 Russian film directed by Alexander Sokurov. Set in the 19th century, it is a free interpretation of the Faust legend and its literary adaptations by Johann Wolfgang von Goethe and Thomas Mann. The dialogue is in German. The film won the Golden Lion at the 68th Venice International Film Festival.","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}]",2011-09-08,140.0,6.8
Permission,A woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2017-04-22,96.0,0.0
Joe Gould's Secret,"Around 1940, New Yorker staff writer Joe Mitchell meets Joe Gould, a Greenwich Village character who cadges meals, drinks, and contributions to the Joe Gould Fund and who is writing a voluminous Oral History of the World, a record of 20,000 conversations he's overheard. Mitchell is fascinated with this Harvard grad and writes a 1942 piece about him, ""Professor Seagull,"" bringing Gould some celebrity and an invitation to join the Greenwich Village Ravens, a poetry club he's often crashed. Gould's touchy, querulous personality and his frequent dropping in on Mitchell for hours of chat lead to a breakup, but the two Joes stay in touch until Gould's death and Mitchell's unveiling of the secret.","[{'id': 18, 'name': 'Drama'}]",2000-01-21,104.0,6.8
Alice's Adventures in Wonderland,"An all-star cast highlights this vibrant musical adaptation of Lewis Carroll's immortal tale. One day, plucky young Alice follows a white rabbit down a hole and discovers a world of bizarre characters.","[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}]",1972-01-01,101.0,5.6
Thoonga Vanam,"An undercover cop finds himself in a Catch-22 situation where he has to return the drugs he had stolen from a kingpin in exchange for his son. The bag containing the drug goes missing, and with both gangsters and cops on his tail, can he get out of this mess?","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2015-11-10,127.0,6.8
An Inconvenient Tax,An Inconvenient Tax is a 2010 documentary film produced by Life Is My Movie Entertainment. The film explores the history of the income tax in the United States and the causes of its many complexities.,"[{'id': 99, 'name': 'Documentary'}]",2011-04-15,78.0,7.0
Faith of My Fathers,"Faith of My Fathers is based on the story of Lieutenant Commander John McCain's experiences as a prisoner of war in North Vietnam for five and a half years during the Vietnam War, interleaved with his memories of growing up in a heritage rich with military service.","[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",2005-05-30,90.0,6.2
Memory Lane,An orphaned war-veteran routinely travels between our world and the afterlife in search of his fiance's killer by stopping and starting his own heart.,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}]",2011-10-22,70.0,4.1
Millipilleri,,[],1966-08-26,,0.0
Alabama's Ghost,"A nightclub janitor discovers the personal effects of a magician and uses them to become a popular magician himself. Tampering with the secrets of the beyond has its price, however, as he soon learns when he is confronted by voodoo, vampirism, and an eviscerated ghost.","[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",1973-02-02,96.0,4.0
Main Hoon Na,"An army major goes undercover as a college student. His mission is both professional and personal: to protect his general's daughter from a radical militant, and to find his estranged half-brother.","[{'id': 18, 'name': 'Drama'}]",2004-04-30,175.0,7.1
City of Pirates,"A surreal odyssey in which a melancholic maidservant crosses paths with a homicidal little boy, travels to a tiny island of pirates and encounters a man with multiple personalities.","[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",1984-02-22,111.0,8.3
Olga's House of Shame,"In this third installment of the ""Olga"" series, our heroine adds jewel smuggling to her repertoire of dope pushing and white slavery. As the vicious Olga (Audrey Campbell) expands her criminal empire, she also encounters more resistance as a string of once-trusted partners turn traitor in an effort to steal the successful racket out from under her. The result is exactly what fans of the series expect, a barrage of torture scenes featuring soldering irons, floggings, spankings, and even an electric chair. As with its predecessors, Olga's House of Shame is a silent black and white film with narration to explain the action, but even with direct commentary it's difficult to keep track of the characters and Campbell (who is occasionally caught laughing out loud at the absurdity of it all) has all the menace of a kindergarten teacher, even when wielding a machete.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",1964-02-06,70.0,5.3
Jekyll and Hyde ... Together Again,Dr. Jekyll (Mark Blankfield) inhales white powder and becomes an obnoxious Southern Californian.,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",1982-11-10,87.0,4.6
Soup to Nuts,"Mr. Schmidt's costume store is bankrupt because he spends his time on Rube Goldberg-style inventions; the creditors send a young manager who falls for Schmidt's niece Louise, but she'll have none of him. Schmidt's friends Ted, Queenie, and some goofy firemen try to help out; things come to a slapstick head when Louise needs rescuing from a fire.","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",1930-09-28,70.0,3.5
Memphis Belle,"The ""Memphis Belle"" is a World War II bomber, piloted by a young crew on dangerous bombing raids into Europe. The crew only have to make one more bombing raid before they have finished their duty and can go home. In the briefing before their last flight, the crew discover that the target for the day is Dresden, a heavily-defended city that invariably causes many Allied casualties","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",1990-09-07,107.0,6.4
